id,value
id_0,5.753541489855438
id_1,10.178120677179198
id_2,22.076531514350922
id_3,7.762141635004108
id_4,21.25008553059444
id_5,14.249862914914958
id_6,17.113581535002005
id_7,27.755134714618848
id_8,13.249944583459245
id_9,97.39074175622764
id_10,10.855175376836526
id_11,9.563700799064366
id_12,124.36141699154336
id_13,94.90531413384335
id_14,17.21476968416991
id_15,7.983506137133952
id_16,27.737092073994237
id_17,180.85550457067797
id_18,3.1836157844062756
id_19,11.019445890439307
id_20,35.22602341066047
id_21,144.95229700464893
id_22,8.122227268913731
id_23,13.127684889899442
id_24,11.36219999335479
id_25,36.46167553911429
id_26,12.616629716894076
id_27,160.89968575195235
id_28,7.5383119028873065
id_29,82.95667661561004
id_30,16.97006659102981
id_31,7.383247643801276
id_32,4.750671987734515
id_33,11.233771620249597
id_34,22.445117472486142
id_35,38.27502735833365
id_36,37.05716571794116
id_37,22.62181001990203
id_38,39.31513959344616
id_39,39.28131795750498
id_40,7.137538678495563
id_41,35.60131458669916
id_42,25.650676853257846
id_43,75.67054419339854
id_44,14.87410943783277
id_45,27.563663090277238
id_46,18.430479668089543
id_47,9.093700478192789
id_48,21.696474696314812
id_49,32.05250607423183
id_50,12.28402220096578
id_51,6.971680415855716
id_52,20.388360211836023
id_53,55.91793052406405
id_54,10.496031362701734
id_55,30.265821936708658
id_56,28.140400913305736
id_57,17.48253971651593
id_58,77.00635929175559
id_59,16.85698474103474
id_60,7.289687582776613
id_61,60.92713791918956
id_62,9.96717988142212
id_63,53.5455298127714
id_64,9.539510678105316
id_65,8.940475998053863
id_66,9.829426258400767
id_67,2.517110673245203
id_68,42.887095718164005
id_69,23.50201123046338
id_70,16.22409929568327
id_71,45.630002726436686
id_72,100.07944351042264
id_73,6.558680136069884
id_74,13.82151837511267
id_75,6.428793141008818
id_76,53.72367322815709
id_77,10.6799293097573
id_78,25.634262616058987
id_79,13.008316966590073
id_80,17.4325921943237
id_81,33.04761492198063
id_82,19.03467896046612
id_83,433.5502209770356
id_84,24.8874333998843
id_85,19.289467868694086
id_86,13.697433540422336
id_87,27.647826478032673
id_88,19.390927367208114
id_89,18.125505345385676
id_90,23.79241123230153
id_91,40.46549771564288
id_92,4.643063726179411
id_93,34.223308816902914
id_94,45.00979303847687
id_95,12.163327583297706
id_96,24.757034451152464
id_97,10.507869483199865
id_98,17.69915529650362
id_99,6.417853809901615
id_100,11.968957745827893
id_101,17.60067829170099
id_102,11.233071459958063
id_103,11.256253664208757
id_104,12.509439554500117
id_105,52.83593783039806
id_106,22.096602252168395
id_107,7.051878660620174
id_108,6.29178425508242
id_109,207.80069905897236
id_110,72.46722590413222
id_111,12.198840506541151
id_112,19.23316828937392
id_113,10.447346507274148
id_114,11.04604291949405
id_115,17.46879313819142
id_116,21.525544883526287
id_117,8.134107674160255
id_118,14.79636969637174
id_119,11.40004842750255
id_120,243.27822395144466
id_121,19.14403157157988
id_122,42.40244914934019
id_123,18.213385674012667
id_124,8.006073651337207
id_125,33.521627734174785
id_126,8.964899542612397
id_127,21.944705381147198
id_128,22.274827979994125
id_129,144.15176974210775
id_130,12.169088942130092
id_131,17.479124987043292
id_132,119.06956417960328
id_133,11.154070070035607
id_134,15.752070859993928
id_135,6.3066226391138
id_136,8.268158800841043
id_137,99.43608916980293
id_138,11.619434313545241
id_139,4.847953119197173
id_140,25.444052506122404
id_141,17.558206065959368
id_142,44.99092428943512
id_143,22.310631536274823
id_144,10.17752269037849
id_145,24.305839369029297
id_146,9.458531489436714
id_147,67.51818143595978
id_148,18.459942722834345
id_149,34.8442672657659
id_150,8.743991006328294
id_151,7.512924066334932
id_152,18.564965913670335
id_153,7.253924791465108
id_154,13.419245887223848
id_155,46.26301727610279
id_156,6.658364396063943
id_157,26.82410827479847
id_158,10.18857051175902
id_159,12.425070812524945
id_160,33.28345049213331
id_161,12.642256236202163
id_162,9.918750248358522
id_163,6.813036109502829
id_164,40.9448343861793
id_165,25.703969611223165
id_166,2.5938402771866484
id_167,11.064026676655512
id_168,101.30251756640153
id_169,14.65792334643471
id_170,74.03341945036269
id_171,38.04679757375142
id_172,31.94996204323109
id_173,18.373628118924987
id_174,96.34061937291182
id_175,19.64545844137636
id_176,18.005465698353166
id_177,29.185211595459077
id_178,10.03668132815228
id_179,22.990354313150647
id_180,13.09480213952849
id_181,9.999477251914042
id_182,71.94928733074583
id_183,56.878012708121865
id_184,12.000600254420345
id_185,25.470001420233462
id_186,19.209941378985135
id_187,160.4542238382426
id_188,10.015844955947397
id_189,76.16398992321774
id_190,40.74567922363335
id_191,17.599349825916907
id_192,30.721720986817942
id_193,3.433659118093515
id_194,12.600343698015859
id_195,5.14745469246915
id_196,30.12447320335284
id_197,11.976920525355442
id_198,18.08890447456412
id_199,95.13143873001113
id_200,22.432126625186157
id_201,20.32822076191866
id_202,127.31833117411344
id_203,8.963791870036983
id_204,9.538681006533315
id_205,7.73917278805925
id_206,7.588940443896407
id_207,4.677398865120197
id_208,1881.0055456025095
id_209,15.494986931537213
id_210,9.857616782360372
id_211,11.814537197272776
id_212,30.089302774657416
id_213,36.712643808910244
id_214,9.557124683530477
id_215,33.51142951563603
id_216,203.1531818461655
id_217,4.811973059412715
id_218,7.878627124485671
id_219,23.311538871593605
id_220,9.152402519567705
id_221,15.65151728257904
id_222,691.9134168598836
id_223,7.985557158197592
id_224,11.377294922325627
id_225,105.52203047844982
id_226,11.256126350715352
id_227,15.269435241869434
id_228,8.038912530012395
id_229,5.285475160117249
id_230,50.8729479439861
id_231,11.056169988289883
id_232,91.57058277966428
id_233,45.4971842277033
id_234,23.413636732711453
id_235,31.444195684014026
id_236,153.33316333618544
id_237,50.285901485936165
id_238,8.28703814807175
id_239,16.714727358197617
